Artist,Track,Album,Album_type,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_min,Title,Channel,Views,Likes,Comments,Licensed,official_video,Stream,EnergyLiveness,most_playedon
Breaking Benjamin,The Diary of Jane - Single Version,Phobia (Clean Version),album,0.392,0.964,-4.441,0.0644,7.13e-05,0.0387,0.106,0.269,167.024,3.34245,Breaking Benjamin - The Diary of Jane,HollywoodRecordsVEVO,212771663.0,1289565.0,56409.0,True,True,455053502.0,9.09433962264151,Spotify
My Chemical Romance,Famous Last Words,The Black Parade,album,0.467,0.883,-3.679,0.106,0.000321,0.000152,0.125,0.309,122.252,4.987116666666667,My Chemical Romance - Famous Last Words [Official Music Video] [HD],My Chemical Romance,137688287.0,761514.0,70913.0,True,True,248895410.0,7.064,Spotify
Banda Pequeños Musical,La nena,25 Bandazos de Pequeños Musical (Vol. 1) [USA],album,0.71,0.831,-7.939,0.0608,0.199,0.0,0.0248,0.961,157.369,2.9017833333333334,LA NENA - BANDA PEQUEÑOS MUSICAL,Romantico Incurable,13214943.0,56498.0,763.0,False,False,23516010.0,33.50806451612903,Spotify
Abhijeet,Husn Hai Suhana,Coolie No.1 (Original Motion Picture Soundtrack),album,0.741,0.884,-11.863,0.0554,0.161,0.000303,0.211,0.772,126.989,5.971116666666667,Husn Hai Suhana | Coolie No. 1 | Govinda & Karisma Kapoor | Abhijeet & Chandana Dixit | 90's Hits,Tips Official,52624250.0,360309.0,9807.0,True,True,5674882.0,4.18957345971564,Youtube
No Te Va Gustar,Tan Lejos,El Camino Más Largo,album,0.652,0.577,-7.877,0.0328,0.0264,1.17e-06,0.0758,0.662,120.037,4.966666666666667,No Te Va Gustar - Tan Lejos,No Te Va Gustar,1044053.0,3874.0,48.0,True,True,68447588.0,7.612137203166226,Spotify
Anderson .Paak,Skate,An Evening With Silk Sonic,album,0.708,0.598,-8.365,0.0291,0.037,0.0,0.17,0.698,112.027,3.3853833333333334,"Bruno Mars, Anderson .Paak, Silk Sonic - Skate [Official Music Video]",Bruno Mars,104022571.0,1520526.0,45995.0,True,True,179194223.0,3.517647058823529,Spotify
Jaymes Young,Infinity - Piano Version,Feel Something (Deluxe),album,0.642,0.232,-13.378,0.0388,0.912,7.91e-05,0.108,0.111,113.884,3.927566666666667,Jaymes Young - Infinity (Piano Version) [Official Audio],Jaymes Young,749560.0,16568.0,366.0,True,True,8521112.0,2.1481481481481484,Spotify
Rocío Dúrcal,Como Tu Mujer,Como Tu Mujer,album,0.638,0.528,-8.786,0.0234,0.222,2.43e-05,0.076,0.613,96.053,4.37845,"ROCI?O DURCAL ""COMO TU MUJER""",YouMoreTv - Espectáculo,65416668.0,195999.0,7109.0,False,False,116027878.0,6.947368421052632,Spotify
Calvin Harris,One Kiss (with Dua Lipa),One Kiss (with Dua Lipa),single,0.791,0.862,-3.24,0.11,0.037,2.19e-05,0.0814,0.592,123.994,3.580783333333333,"Calvin Harris, Dua Lipa - One Kiss (Official Video)",CalvinHarrisVEVO,864856288.0,5305116.0,101347.0,True,True,1719434482.0,10.58968058968059,Spotify
Ruger,Dior,The Second Wave,single,0.75,0.539,-6.704,0.215,0.164,0.0226,0.0633,0.809,196.054,3.675433333333333,Ruger - Dior (Official Video),RugerVEVO,15317222.0,110288.0,2341.0,True,True,20836907.0,8.515007898894156,Spotify
Robin Schulz,AEIOU,AEIOU,single,0.689,0.856,-3.394,0.0813,0.0493,0.0,0.232,0.706,126.108,2.6980166666666667,Robin Schulz & Justin Quiles – AEIOU (Official Lyric Video),Robin Schulz,494551.0,6410.0,134.0,True,True,30824181.0,3.6896551724137927,Spotify
Shankar-Ehsaan-Loy,Ishq Di Baajiyaan,Soorma (Original Motion Picture Soundtrack),single,0.722,0.609,-7.218,0.0473,0.0233,0.000247,0.113,0.807,154.967,4.785566666666667,"Ishq Di Baajiyaan Full Video - Soorma|Diljit Dosanjh, Taapsee|Shankar Ehsaan Loy|Gulzar",SonyMusicIndiaVEVO,16121069.0,192628.0,2330.0,True,True,11171684.0,5.389380530973451,Youtube
Piso 21,Felices Perdidos,777,album,0.804,0.793,-2.778,0.0777,0.133,0.0,0.136,0.454,84.004,3.4878,Piso 21 & Danny Ocean - Felices Perdidos (Video Oficial),Piso 21,12079919.0,84392.0,1092.0,True,True,18766436.0,5.830882352941177,Spotify
DJ Alex,TU AMOR | E7,TU AMOR | E7,single,0.668,0.543,-10.298,0.0435,0.265,0.0,0.347,0.671,136.459,2.5610833333333334,"TU AMOR - LA JOAQUI, DJ ALEX | E7 (Video Oficial)",DJ ALEX,43542087.0,237792.0,2897.0,False,True,32737657.0,1.564841498559078,Youtube
